word	lemma	method
киреджеклерини	киреджеклерини	lem
эрте	эрте	lem
козеттим	козеттим	lem
этрафны	этрафны	lem
маалимде	маалимде	lem
гузеллиги	гузеллиги	lem
летафетли	летафетли	lem
ичильген	ичильген	lem
мааллеге	мааллеге	lem
тайинленильген	тайинленильген	lem
къызылчыкъ	къызылчыкъ	lem
мухкем	мухкем	lem
саибесине	саибесине	lem
сенинънен	сенинънен	lem
корюнъиз	корюнъиз	lem
кездирдик	кездирдик	lem
ястыкълары	ястыкълары	lem
сандыкъ	сандыкъ	lem
джыйылгъан	джыйылгъан	lem
юргъан	юргъан	lem
перде	перде	lem
керелер	керелер	lem
уйгъунлыкъ	уйгъунлыкъ	lem
дам	дам	lem
астымда	астымда	lem
кяфи	кяфи	lem
такъдир	такъдир	lem
бильдирдим	бильдирдим	lem
сабалары	сабалары	lem
пиширинъ	пиширинъ	lem
афтада	афтада	lem
чамашырыны	чамашырыны	lem
кучьсюнмезсинъ	кучьсюнмезсинъ	lem
беклеп	беклеп	lem
эшитмеген	эшитмеген	lem
енъимден	енъимден	lem
омузымдан	омузымдан	lem
тутты	тутты	lem
ниетини	ниетини	lem
чамашыры	чамашыры	lem
тапынъыз	тапынъыз	lem
эркекнинъ	эркекнинъ	lem
донуны	донуны	lem
ювмам	ювмам	lem
раатсызланманъыз	раатсызланманъыз	lem
юварым	юварым	lem
пиширмек	пиширмек	lem
якынълагъан	якынълагъан	lem
ишинъ	ишинъ	lem
эфендинен	эфендинен	lem
анълаштынъыз	анълаштынъыз	lem
корюшеджекмиз	корюшеджекмиз	lem
батысына	батысына	lem
деренинъ	деренинъ	lem
ашагъыдан	ашагъыдан	lem
къоярым	къоярым	lem
янындан	янындан	lem
еттим	еттим	lem
къаялыкълар	къаялыкълар	lem
корьдигим	корьдигим	lem
къутурын	къутурын	lem
бенттен	бенттен	lem
теренликтеки	теренликтеки	lem
увулдап	увулдап	lem
ташлы	ташлы	lem
чапкъылып	чапкъылып	lem
исар	исар	lem
чувултысыны	чувултысыны	lem
сывавы	сывавы	lem
башлагъангъа	башлагъангъа	lem
эфендини	эфендини	lem
софанынъ	софанынъ	lem
ахырындаки	ахырындаки	lem
косьтердилер	косьтердилер	lem
эшитильмеди	эшитильмеди	lem
тыкътым	тыкътым	lem
соба	соба	lem
иситмекте	иситмекте	lem
собалар	собалар	lem
къыздыра	къыздыра	lem
бозула	бозула	lem
кельмесе	кельмесе	lem
голланд	голланд	lem
оджагъынынъ	оджагъынынъ	lem
шеэрлидже	шеэрлидже	lem
кевдемни	кевдемни	lem
муаллимлеримиз	муаллимлеримиз	lem
тутуштыкъ	тутуштыкъ	lem
селяметлик	селяметлик	lem
отурмакъ	отурмакъ	lem
теджрибени	теджрибени	lem
дерсини	дерсини	lem
эписинде	эписинде	lem
болюшип	болюшип	lem
досту	досту	lem
ишлейджексинъиз	ишлейджексинъиз	lem
сыныфларны	сыныфларны	lem
ишанам	ишанам	lem
дерслеринен	дерслеринен	lem
мешгъуллер	мешгъуллер	lem
тевсием	тевсием	lem
разысынъызмы	разысынъызмы	lem
ишимде	ишимде	lem
кучьлюклер	кучьлюклер	lem
этеджегим	этеджегим	lem
этмезсинъиз	этмезсинъиз	lem
джелети	джелети	lem
ханымны	ханымны	lem
тенбиледи	тенбиледи	lem
къакътырды	къакътырды	lem
софаны	софаны	lem
титретип	титретип	lem
зий	зий	lem
чув	чув	lem
толуша	толуша	lem
пешимден	пешимден	lem
манада	манада	lem
дефтерни	дефтерни	lem
озюмнен	озюмнен	lem
акъылым	акъылым	lem
еткенине	еткенине	lem
итибарен	итибарен	lem
сизлернинъ	сизлернинъ	lem
дерслерге	дерслерге	lem
севмек	севмек	lem
саймакъ	саймакъ	lem
къайтармакъ	къайтармакъ	lem
биринен	биринен	lem
низамгъа	низамгъа	lem
олмагъанлар	олмагъанлар	lem
кореджеклерини	кореджеклерини	lem
ишлеримизде	ишлеримизде	lem
мувафакъиет	мувафакъиет	lem
тахтасы	тахтасы	lem
юзюмни	юзюмни	lem
чевирип	чевирип	lem
балаларгъа	балаларгъа	lem
амелиятында	амелиятында	lem
корюльген	корюльген	lem
шейми	шейми	lem
дерсинъни	дерсинъни	lem
сёзлернен	сёзлернен	lem
башларсынъ	башларсынъ	lem
усулым	усулым	lem
селямыма	селямыма	lem
къаршылыкъ	къаршылыкъ	lem
муаллимимиз	муаллимимиз	lem
айтсам	айтсам	lem
отькюр	отькюр	lem
сёйледи	сёйледи	lem
къысымынынъ	къысымынынъ	lem
тыныкъ	тыныкъ	lem
меджалсыз	меджалсыз	lem
кендилерине	кендилерине	lem
мураджаатымнынъ	мураджаатымнынъ	lem
анълагъанларындан	анълагъанларындан	lem
эксерий	эксерий	lem
сёйлегенлеринден	сёйлегенлеринден	lem
селямына	селямына	lem
берильмек	берильмек	lem
бильдилер	бильдилер	lem
огретеджегим	огретеджегим	lem
огренеджек	огренеджек	lem
оладжакъсынъыз	оладжакъсынъыз	lem
дейджексинъиз	дейджексинъиз	lem
демейджексинъиз	демейджексинъиз	lem
бакъыштылар	бакъыштылар	lem
индемедилер	индемедилер	lem
демейджекмиз	демейджекмиз	lem
фаалиетим	фаалиетим	lem
муаллимлер	муаллимлер	lem
дегени	дегени	lem
земский	земский	lem
ёллагъанда	ёллагъанда	lem
къануний	къануний	lem
окъутмакъ	окъутмакъ	lem
усулларнен	усулларнен	lem
окъутаджагъым	окъутаджагъым	lem
мектебиндеки	мектебиндеки	lem
амелият	амелият	lem
арифлери	арифлери	lem
джедвели	джедвели	lem
ишаретлер	ишаретлер	lem
кечильген	кечильген	lem
дерслернинъ	дерслернинъ	lem
излери	излери	lem
невбетий	невбетий	lem
саифесинде	саифесинде	lem
яздым	яздым	lem
косьтермелерини	косьтермелерини	lem
элифбе	элифбе	lem
чанталарындан	чанталарындан	lem
ралелер	ралелер	lem
дефтерлерни	дефтерлерни	lem
чагъырдым	чагъырдым	lem
язышларына	язышларына	lem
риязият	риязият	lem
джогърафиядан	джогърафиядан	lem
азимшан	азимшан	lem
окъута	окъута	lem
нефис	нефис	lem
усьнюхаткъа	усьнюхаткъа	lem
сохталаргъа	сохталаргъа	lem
арапчаны	арапчаны	lem
